,strategy_code,trade nr.,expiration,entry_date,entry_underlying,entry_vix,strikes,iv_legs,entry_price,exit_date,DIT,DTE,pnl,max risk,position size,percentage,exit
392,DE,64,2016-04-15,2016-02-05,988.17,23.75,990/960/920,0.27/0.28/0.30,0.00,2016-03-07,31,39,4250,-100000,100,4.25%,ue
393,DE,65,2016-07-15,2016-05-06,1109.07,15.04,1110/1080/1040,0.20/0.21/0.23,0.80,2016-06-06,31,39,230,-99359,92,0.23%,ue
394,DE,66,2016-08-19,2016-06-10,1163.65,17.23,1160/1130/1090,0.20/0.21/0.23,0.80,2016-06-27,17,53,-6440,-99360,92,-6.48%,le
395,DE,67,2016-11-18,2016-09-09,1224.11,16.76,1220/1190/1150,0.19/0.21/0.23,0.55,2016-10-10,31,39,5640,-99170,94,5.69%,ue
396,DE,68,2016-12-16,2016-10-07,1236.43,13.37,1240/1210/1170,0.18/0.20/0.21,0.70,2016-10-27,20,50,5580,-99510,93,5.61%,le
397,DE,69,2017-03-17,2017-01-06,1369.25,11.36,1370/1340/1300,0.17/0.19/0.20,0.70,2017-02-15,40,30,11624,-99509,93,11.68%,ue
398,DE,70,2017-07-21,2017-05-12,1382.20,10.40,1380/1350/1310,0.16/0.16/0.18,1.50,2017-06-12,31,39,-859,-98900,86,-0.87%,ue
399,DE,71,2017-10-20,2017-08-11,1374.10,16.05,1370/1340/1300,0.17/0.19/0.21,0.60,2017-09-11,31,39,1880,-99640,94,1.89%,ue
400,DE,72,2017-12-15,2017-10-06,1510.83,9.63,1510/1480/1440,0.13/0.14/0.16,1.45,2017-11-06,31,39,18704,-99615,87,18.78%,tp
401,DE,73,2018-03-16,2018-01-05,1557.00,9.32,1560/1530/1490,0.12/0.13/0.15,1.85,2018-02-05,31,39,-17220,-99540,84,-17.30%,le
402,DE,74,2018-06-15,2018-04-06,1514.22,21.47,1510/1480/1440,0.18/0.19/0.21,0.30,2018-05-07,31,39,3395,-99910,97,3.40%,ue
403,DE,75,2018-09-21,2018-07-13,1687.75,12.28,1690/1660/1620,0.13/0.14/0.16,0.85,2018-08-22,40,30,5060,-99820,92,5.07%,ue
404,DE,76,2018-10-19,2018-08-10,1689.47,13.47,1690/1660/1620,0.12/0.14/0.15,1.10,2018-09-14,35,35,3150,-99900,90,3.15%,ue
405,DE,77,2018-11-16,2018-09-07,1711.50,14.99,1710/1680/1640,0.14/0.15/0.16,0.75,2018-10-02,25,45,11160,-99975,93,11.16%,le
406,DE,78,2018-12-21,2018-10-12,1545.33,21.85,1550/1520/1480,0.19/0.20/0.21,-0.35,2018-10-24,12,58,-9785,-99395,103,-9.84%,le
407,DE,79,2019-01-18,2018-11-09,1553.02,17.04,1550/1520/1480,0.19/0.20/0.22,-0.20,2018-11-14,5,65,-4589,-99960,102,-4.59%,le
408,DE,80,2019-02-15,2018-12-07,1448.17,23.22,1450/1420/1380,0.23/0.24/0.25,-0.80,2018-12-14,7,63,-5399,-99360,108,-5.43%,le
409,DE,81,2019-05-17,2019-03-08,1520.10,16.75,1520/1490/1450,0.17/0.18/0.20,0.10,2019-04-08,31,39,5940,-99990,99,5.94%,ue
410,DE,82,2019-10-18,2019-08-09,1513.04,17.36,1510/1480/1440,0.17/0.19/0.20,-0.10,2019-08-14,5,65,-7575,-99990,101,-7.58%,le
411,DE,83,2019-11-15,2019-09-06,1505.17,15.00,1510/1480/1440,0.17/0.18/0.20,0.05,2019-10-17,41,29,12374,-99495,99,12.44%,ue
412,DE,84,2020-02-21,2019-12-13,1635.66,12.69,1640/1610/1570,0.14/0.15/0.16,0.70,2020-01-14,32,38,4650,-99510,93,4.67%,ue
413,DE,85,2020-03-20,2020-01-10,1655.79,12.78,1660/1630/1590,0.14/0.15/0.16,0.65,2020-01-31,21,49,-7905,-99045,93,-7.98%,le
414,DE,86,2020-04-17,2020-02-07,1658.06,15.47,1660/1630/1590,0.15/0.16/0.18,0.50,2020-02-25,18,52,-18525,-99750,95,-18.57%,le
415,DE,87,2020-05-15,2020-03-06,1435.79,45.35,1440/1410/1370,0.34/0.36/0.38,-1.30,2020-03-09,3,67,-22800,-99179,114,-22.99%,le
416,DE,88,2020-06-19,2020-04-13,1212.04,41.70,1210/1180/1140,0.42/0.44/0.46,-1.85,2020-05-11,28,39,15860,-99430,122,15.95%,ue
417,D,1,2007-02-17,2006-12-11,792.70,10.84,790/760/720,0.17/0.20/0.22,2.20,2007-01-08,28,40,17010,-98820,81,17.21%,tp
418,D,2,2007-04-21,2007-02-12,804.95,11.68,800/770/730,0.15/0.17/0.20,2.50,2007-03-19,35,33,13600,-100000,80,13.60%,tp
419,D,3,2007-06-16,2007-04-09,812.84,13.07,810/780/740,0.16/0.19/0.23,2.00,2007-05-22,43,25,-4772,-99600,83,-4.79%,ue
420,D,4,2007-07-21,2007-05-14,821.97,14.03,820/790/750,0.18/0.20/0.23,1.85,2007-06-25,42,26,13860,-99540,84,13.92%,tp
421,D,5,2007-08-18,2007-06-11,832.84,14.58,830/800/760,0.17/0.19/0.22,1.95,2007-07-24,43,25,17430,-99185,83,17.57%,tp
422,D,6,2007-09-22,2007-07-16,846.96,15.65,850/820/780,0.18/0.21/0.24,1.30,2007-07-24,8,60,2200,-99440,88,2.21%,le
423,D,7,2007-10-20,2007-08-13,783.40,25.76,780/750/710,0.27/0.29/0.32,0.85,2007-09-19,37,31,2759,-99820,92,2.76%,ue
424,D,8,2007-11-17,2007-09-10,773.18,26.99,770/740/700,0.30/0.33/0.36,0.00,2007-10-09,29,39,6500,-100000,100,6.50%,ue
425,D,9,2007-12-22,2007-10-15,827.51,19.77,830/800/760,0.22/0.24/0.28,1.10,2007-11-07,23,45,900,-99900,90,0.90%,le
426,D,10,2008-01-19,2007-11-12,770.21,29.87,770/740/700,0.28/0.31/0.34,0.50,2007-12-17,35,33,17575,-99750,95,17.62%,tp
427,D,11,2008-04-19,2008-02-11,698.58,27.56,700/670/630,0.31/0.33/0.36,0.60,2008-03-10,28,40,6109,-99639,94,6.13%,le
428,D,12,2008-05-17,2008-03-10,645.25,29.48,650/620/580,0.31/0.33/0.36,1.00,2008-04-08,29,39,2700,-99000,90,2.73%,ue
429,D,13,2008-06-21,2008-04-14,686.70,23.85,690/660/620,0.27/0.29/0.31,1.20,2008-05-13,29,39,2892,-99680,89,2.90%,ue
430,D,14,2008-08-16,2008-06-09,735.47,23.71,740/710/670,0.25/0.27/0.30,1.35,2008-06-27,18,50,7039,-99880,88,7.05%,le
431,D,15,2008-09-20,2008-07-14,667.23,28.05,670/640/600,0.29/0.31/0.34,1.05,2008-08-12,29,39,450,-99449,90,0.45%,ue
432,D,16,2008-11-22,2008-09-15,695.27,30.10,700/670/630,0.31/0.32/0.34,0.80,2008-10-02,17,51,-14260,-99359,92,-14.35%,le
433,D,17,2009-01-17,2008-11-10,492.34,61.41,490/460/420,0.55/0.58/0.63,0.05,2008-11-18,8,60,-10890,-99495,99,-10.95%,le
434,D,18,2009-02-21,2008-12-15,453.66,57.09,450/420/380,0.61/0.64/0.69,-0.15,2009-01-14,30,38,20705,-99485,101,20.81%,tp
435,D,19,2009-03-21,2009-01-12,468.26,46.41,470/440/400,0.50/0.53/0.58,0.55,2009-02-11,30,38,20209,-99170,94,20.38%,tp
436,D,20,2009-04-18,2009-02-09,467.57,43.37,470/440/400,0.44/0.47/0.51,1.15,2009-02-18,9,59,-1780,-99235,89,-1.79%,le
437,D,21,2009-05-16,2009-03-09,343.60,49.78,340/310/270,0.52/0.56/0.62,1.85,2009-04-07,29,39,-10080,-99540,84,-10.13%,ue
438,D,22,2009-07-18,2009-05-11,502.73,32.80,500/470/430,0.39/0.41/0.44,1.60,2009-06-16,36,32,16770,-99760,86,16.81%,tp
439,D,23,2009-08-22,2009-06-15,510.49,30.88,510/480/440,0.36/0.38/0.42,1.85,2009-07-09,24,44,18480,-99540,84,18.57%,tp
440,D,24,2009-10-17,2009-08-10,571.56,25.29,570/540/500,0.30/0.32/0.34,2.35,2009-09-15,36,32,-3200,-98800,80,-3.24%,ue
441,D,25,2009-12-19,2009-10-12,613.65,23.45,610/580/540,0.28/0.30/0.33,2.20,2009-10-28,16,52,1619,-98820,81,1.64%,le
442,D,26,2010-04-17,2010-02-08,589.39,26.09,590/560/520,0.27/0.30/0.33,2.55,2010-03-09,29,39,-16589,-99145,79,-16.73%,ue
443,D,27,2010-05-22,2010-03-15,674.14,18.04,670/640/600,0.22/0.24/0.28,2.60,2010-04-13,29,39,-7899,-99539,79,-7.94%,ue
444,D,28,2010-09-18,2010-07-12,623.22,24.54,620/590/550,0.33/0.35/0.39,1.25,2010-08-10,29,39,5279,-99000,88,5.33%,ue
445,D,29,2010-12-18,2010-10-11,694.22,19.13,690/660/620,0.28/0.31/0.34,1.25,2010-11-09,29,39,6159,-98999,88,6.22%,ue
446,D,30,2011-02-19,2010-12-13,774.00,17.25,770/740/700,0.23/0.25/0.28,2.20,2011-01-12,30,38,-2632,-98820,81,-2.66%,ue
447,D,31,2011-05-21,2011-03-14,799.66,21.10,800/770/730,0.27/0.29/0.32,0.75,2011-04-15,32,36,10462,-99975,93,10.46%,ue
448,D,32,2011-06-18,2011-04-11,832.87,16.74,830/800/760,0.24/0.26/0.28,0.90,2011-05-16,35,33,20929,-99190,91,21.10%,tp
449,D,33,2011-08-20,2011-06-13,777.57,19.49,780/750/710,0.24/0.25/0.28,1.60,2011-07-12,29,39,-3654,-99760,86,-3.66%,ue
450,D,34,2011-09-17,2011-07-11,834.26,18.79,830/800/760,0.23/0.25/0.28,1.20,2011-08-02,22,46,-889,-99680,89,-0.89%,le
451,D,35,2012-01-21,2011-11-14,732.53,31.71,730/700/660,0.39/0.42/0.46,-0.20,2011-11-23,9,59,-2550,-99960,102,-2.55%,le
452,D,36,2012-02-18,2011-12-12,730.76,26.25,730/700/660,0.36/0.38/0.41,0.10,2012-01-10,29,39,12375,-99990,99,12.38%,ue
453,D,37,2012-05-19,2012-03-12,813.61,15.90,810/780/740,0.24/0.26/0.29,1.20,2012-04-18,37,31,16020,-99680,89,16.07%,tp
454,D,38,2012-06-16,2012-04-09,805.34,18.16,810/780/740,0.24/0.26/0.28,1.10,2012-05-10,31,37,18900,-99900,90,18.92%,tp
455,D,39,2012-07-21,2012-05-14,780.18,21.74,780/750/710,0.27/0.29/0.32,0.90,2012-06-01,18,50,455,-99190,91,0.46%,le
456,D,40,2012-08-18,2012-06-11,756.81,22.47,760/730/690,0.28/0.30/0.32,0.95,2012-07-10,29,39,10009,-99645,91,10.04%,ue
457,D,41,2012-09-22,2012-07-16,796.37,17.20,800/770/730,0.23/0.25/0.27,1.50,2012-08-13,28,40,18060,-98900,86,18.26%,tp
458,D,42,2012-10-20,2012-08-13,798.60,13.94,800/770/730,0.21/0.23/0.26,1.85,2012-09-11,29,39,-4200,-99540,84,-4.22%,ue
459,D,43,2012-11-17,2012-09-10,839.24,15.92,840/810/770,0.20/0.22/0.24,1.95,2012-10-09,29,39,19505,-99185,83,19.67%,tp
460,D,44,2013-01-19,2012-11-12,794.56,16.91,790/760/720,0.22/0.23/0.25,2.10,2012-12-11,29,39,-4100,-99220,82,-4.13%,ue
461,D,45,2013-03-16,2013-01-07,876.11,13.73,880/850/810,0.18/0.20/0.22,2.45,2013-02-08,32,36,-6000,-99600,80,-6.02%,ue
462,D,46,2013-04-20,2013-02-11,912.81,12.99,910/880/840,0.16/0.18/0.20,2.50,2013-03-12,29,39,-6400,-100000,80,-6.40%,ue
463,D,47,2013-05-18,2013-03-11,941.23,11.82,940/910/870,0.16/0.17/0.20,2.65,2013-04-15,35,33,16985,-99935,79,17.00%,tp
464,D,48,2013-06-22,2013-04-15,907.04,16.61,910/880/840,0.19/0.21/0.22,1.90,2013-05-14,29,39,-8819,-99960,84,-8.82%,ue
465,D,49,2013-07-20,2013-05-13,972.91,12.57,970/940/900,0.19/0.20/0.22,1.75,2013-06-24,42,26,15300,-99875,85,15.32%,tp
466,D,50,2014-03-22,2014-01-13,1141.93,13.60,1140/1110/1070,0.17/0.19/0.21,1.30,2014-02-03,21,47,0,-99439,88,0.00%,le
467,D,51,2014-05-17,2014-03-10,1196.97,14.40,1200/1170/1130,0.18/0.19/0.21,1.35,2014-03-26,16,52,1760,-99880,88,1.76%,le
468,D,52,2014-06-21,2014-04-14,1112.43,16.60,1110/1080/1040,0.22/0.23/0.25,0.45,2014-05-13,29,39,19950,-99275,95,20.10%,tp
469,D,53,2014-11-22,2014-09-15,1147.70,14.00,1150/1120/1080,0.18/0.19/0.21,1.05,2014-09-30,15,53,3149,-99449,90,3.17%,le
470,D,54,2014-12-20,2014-10-13,1051.29,23.47,1050/1020/980,0.24/0.25/0.27,0.50,2014-11-11,29,39,-3562,-99750,95,-3.57%,ue
471,D,55,2015-02-20,2014-12-12,1154.33,21.40,1150/1120/1080,0.23/0.24/0.26,0.20,2015-01-22,41,29,11759,-99960,98,11.76%,ue
472,D,56,2015-03-20,2015-01-09,1188.63,17.29,1190/1160/1120,0.21/0.22/0.24,0.55,2015-02-13,35,35,8930,-99169,94,9.00%,ue
473,D,57,2015-04-17,2015-02-06,1202.28,18.57,1200/1170/1130,0.21/0.23/0.24,0.20,2015-03-12,34,36,10289,-99959,98,10.29%,ue
474,D,58,2015-05-15,2015-03-06,1214.65,15.70,1210/1180/1140,0.18/0.20/0.21,0.60,2015-04-06,31,39,3759,-99640,94,3.77%,ue
475,D,59,2015-08-21,2015-06-12,1264.68,13.72,1260/1230/1190,0.16/0.18/0.20,1.00,2015-07-20,38,32,18899,-99000,90,19.09%,tp
476,D,60,2015-10-16,2015-08-07,1204.41,13.80,1200/1170/1130,0.18/0.20/0.21,0.60,2015-08-21,14,56,-940,-99640,94,-0.94%,le
477,D,61,2015-12-19,2015-10-12,1163.98,16.23,1160/1130/1090,0.19/0.21/0.22,0.90,2015-11-19,38,30,15924,-99190,91,16.05%,tp
478,D,62,2016-02-19,2015-12-11,1118.06,25.08,1120/1090/1050,0.22/0.24/0.26,0.50,2016-01-07,27,43,-950,-99750,95,-0.95%,le
479,D,63,2016-03-18,2016-01-08,1049.92,25.76,1050/1020/980,0.25/0.26/0.28,0.20,2016-01-15,7,63,-5880,-99960,98,-5.88%,le
480,D,64,2016-04-15,2016-02-05,988.17,23.75,990/960/920,0.27/0.28/0.30,0.00,2016-03-07,31,39,4250,-100000,100,4.25%,ue
481,D,65,2016-07-15,2016-05-06,1109.07,15.04,1110/1080/1040,0.20/0.21/0.23,0.80,2016-06-06,31,39,230,-99359,92,0.23%,ue
482,D,66,2016-08-19,2016-06-10,1163.65,17.23,1160/1130/1090,0.20/0.21/0.23,0.80,2016-06-27,17,53,-6440,-99360,92,-6.48%,le
483,D,67,2016-11-18,2016-09-09,1224.11,16.76,1220/1190/1150,0.19/0.21/0.23,0.55,2016-10-10,31,39,5640,-99170,94,5.69%,ue
484,D,68,2016-12-16,2016-10-07,1236.43,13.37,1240/1210/1170,0.18/0.20/0.21,0.70,2016-10-27,20,50,5580,-99510,93,5.61%,le
485,D,69,2017-03-17,2017-01-06,1369.25,11.36,1370/1340/1300,0.17/0.19/0.20,0.70,2017-02-15,40,30,11624,-99509,93,11.68%,ue
486,D,70,2017-07-21,2017-05-12,1382.20,10.40,1380/1350/1310,0.16/0.16/0.18,1.50,2017-06-12,31,39,-859,-98900,86,-0.87%,ue
487,D,71,2017-10-20,2017-08-11,1374.10,16.05,1370/1340/1300,0.17/0.19/0.21,0.60,2017-09-11,31,39,1880,-99640,94,1.89%,ue
488,D,72,2017-12-15,2017-10-06,1510.83,9.63,1510/1480/1440,0.13/0.14/0.16,1.45,2017-11-06,31,39,18704,-99615,87,18.78%,tp
489,D,73,2018-03-16,2018-01-05,1557.00,9.32,1560/1530/1490,0.12/0.13/0.15,1.85,2018-02-05,31,39,-17220,-99540,84,-17.30%,le
490,D,74,2018-06-15,2018-04-06,1514.22,21.47,1510/1480/1440,0.18/0.19/0.21,0.30,2018-05-07,31,39,3395,-99910,97,3.40%,ue
491,D,75,2018-09-21,2018-07-13,1687.75,12.28,1690/1660/1620,0.13/0.14/0.16,0.85,2018-08-22,40,30,5060,-99820,92,5.07%,ue
492,D,76,2018-10-19,2018-08-10,1689.47,13.47,1690/1660/1620,0.12/0.14/0.15,1.10,2018-09-14,35,35,3150,-99900,90,3.15%,ue
493,D,77,2018-11-16,2018-09-07,1711.50,14.99,1710/1680/1640,0.14/0.15/0.16,0.75,2018-10-02,25,45,11160,-99975,93,11.16%,le
494,D,78,2018-12-21,2018-10-12,1545.33,21.85,1550/1520/1480,0.19/0.20/0.21,-0.35,2018-10-24,12,58,-9785,-99395,103,-9.84%,le
495,D,79,2019-01-18,2018-11-09,1553.02,17.04,1550/1520/1480,0.19/0.20/0.22,-0.20,2018-11-14,5,65,-4589,-99960,102,-4.59%,le
496,D,80,2019-02-15,2018-12-07,1448.17,23.22,1450/1420/1380,0.23/0.24/0.25,-0.80,2018-12-14,7,63,-5399,-99360,108,-5.43%,le
497,D,81,2019-05-17,2019-03-08,1520.10,16.75,1520/1490/1450,0.17/0.18/0.20,0.10,2019-04-08,31,39,5940,-99990,99,5.94%,ue
498,D,82,2019-10-18,2019-08-09,1513.04,17.36,1510/1480/1440,0.17/0.19/0.20,-0.10,2019-08-14,5,65,-7575,-99990,101,-7.58%,le
499,D,83,2019-11-15,2019-09-06,1505.17,15.00,1510/1480/1440,0.17/0.18/0.20,0.05,2019-10-17,41,29,12374,-99495,99,12.44%,ue
500,D,84,2020-02-21,2019-12-13,1635.66,12.69,1640/1610/1570,0.14/0.15/0.16,0.70,2020-01-14,32,38,4650,-99510,93,4.67%,ue
501,D,85,2020-03-20,2020-01-10,1655.79,12.78,1660/1630/1590,0.14/0.15/0.16,0.65,2020-01-31,21,49,-7905,-99045,93,-7.98%,le
502,D,86,2020-04-17,2020-02-07,1658.06,15.47,1660/1630/1590,0.15/0.16/0.18,0.50,2020-02-25,18,52,-18525,-99750,95,-18.57%,le
503,D,87,2020-05-15,2020-03-06,1435.79,45.35,1440/1410/1370,0.34/0.36/0.38,-1.30,2020-03-09,3,67,-22800,-99179,114,-22.99%,le
504,D,88,2020-06-19,2020-04-13,1212.04,41.70,1210/1180/1140,0.42/0.44/0.46,-1.85,2020-05-11,28,39,15860,-99430,122,15.95%,ue
505,E,1,2007-01-20,2006-11-13,771.75,10.86,770/740/700,0.15/0.18/0.20,2.65,2006-12-14,31,37,-4147,-99935,79,-4.15%,ew
506,E,2,2007-02-17,2006-12-11,792.70,10.84,790/760/720,0.17/0.20/0.22,2.20,2007-01-08,28,40,17010,-98820,81,17.21%,tp
507,E,3,2007-03-17,2007-01-08,778.06,11.89,780/750/710,0.18/0.20/0.22,2.25,2007-02-06,29,39,-3037,-99225,81,-3.06%,ew
508,E,4,2007-04-21,2007-02-12,804.95,11.68,800/770/730,0.15/0.17/0.20,2.50,2007-03-19,35,33,13600,-100000,80,13.60%,tp
509,E,5,2007-05-19,2007-03-12,787.77,14.12,790/760/720,0.17/0.20/0.23,2.10,2007-04-16,35,33,-8815,-99220,82,-8.88%,ue
510,E,6,2007-06-16,2007-04-09,812.84,13.07,810/780/740,0.16/0.19/0.23,2.00,2007-05-22,43,25,-4772,-99600,83,-4.79%,ue
511,E,7,2007-07-21,2007-05-14,821.97,14.03,820/790/750,0.18/0.20/0.23,1.85,2007-06-25,42,26,13860,-99540,84,13.92%,tp
512,E,8,2007-08-18,2007-06-11,832.84,14.58,830/800/760,0.17/0.19/0.22,1.95,2007-07-24,43,25,17430,-99185,83,17.57%,tp
513,E,9,2007-09-22,2007-07-16,846.96,15.65,850/820/780,0.18/0.21/0.24,1.30,2007-07-24,8,60,2200,-99440,88,2.21%,le
514,E,10,2007-10-20,2007-08-13,783.40,25.76,780/750/710,0.27/0.29/0.32,0.85,2007-09-19,37,31,2759,-99820,92,2.76%,ue
515,E,11,2007-11-17,2007-09-10,773.18,26.99,770/740/700,0.30/0.33/0.36,0.00,2007-10-09,29,39,6500,-100000,100,6.50%,ue
516,E,12,2007-12-22,2007-10-15,827.51,19.77,830/800/760,0.22/0.24/0.28,1.10,2007-11-07,23,45,900,-99900,90,0.90%,le
517,E,13,2008-01-19,2007-11-12,770.21,29.87,770/740/700,0.28/0.31/0.34,0.50,2007-12-17,35,33,17575,-99750,95,17.62%,tp
518,E,14,2008-02-16,2007-12-10,789.80,20.91,790/760/720,0.25/0.27/0.30,0.95,2007-12-17,7,61,-7279,-99645,91,-7.30%,le
519,E,15,2008-03-22,2008-01-14,714.05,22.83,710/680/640,0.27/0.29/0.31,1.00,2008-02-19,36,32,16649,-99000,90,16.82%,tp
520,E,16,2008-04-19,2008-02-11,698.58,27.56,700/670/630,0.31/0.33/0.36,0.60,2008-03-10,28,40,6109,-99639,94,6.13%,le
521,E,17,2008-05-17,2008-03-10,645.25,29.48,650/620/580,0.31/0.33/0.36,1.00,2008-04-04,25,43,3375,-99000,90,3.41%,ew
522,E,18,2008-06-21,2008-04-14,686.70,23.85,690/660/620,0.27/0.29/0.31,1.20,2008-05-12,28,40,4672,-99680,89,4.69%,ew
523,E,19,2008-07-19,2008-05-12,732.18,17.93,730/700/660,0.22/0.24/0.27,2.05,2008-06-19,38,30,13529,-98810,82,13.69%,tp
524,E,20,2008-08-16,2008-06-09,735.47,23.71,740/710/670,0.25/0.27/0.30,1.35,2008-06-27,18,50,7039,-99880,88,7.05%,le
525,E,21,2008-09-20,2008-07-14,667.23,28.05,670/640/600,0.29/0.31/0.34,1.05,2008-08-06,23,45,2925,-99449,90,2.94%,ew
526,E,22,2008-10-18,2008-08-11,748.80,20.42,750/720/680,0.24/0.26/0.28,1.60,2008-09-15,35,33,-3010,-99760,86,-3.02%,le
527,E,23,2008-11-22,2008-09-15,695.27,30.10,700/670/630,0.31/0.32/0.34,0.80,2008-10-02,17,51,-14260,-99359,92,-14.35%,le
528,E,24,2008-12-20,2008-10-13,557.92,57.15,560/530/490,0.51/0.54/0.58,-0.50,2008-10-15,2,66,-10500,-99750,105,-10.53%,le
529,E,25,2009-01-17,2008-11-10,492.34,61.41,490/460/420,0.55/0.58/0.63,0.05,2008-11-18,8,60,-10890,-99495,99,-10.95%,le
530,E,26,2009-02-21,2008-12-15,453.66,57.09,450/420/380,0.61/0.64/0.69,-0.15,2009-01-14,30,38,20705,-99485,101,20.81%,tp
531,E,27,2009-03-21,2009-01-12,468.26,46.41,470/440/400,0.50/0.53/0.58,0.55,2009-02-11,30,38,20209,-99170,94,20.38%,tp
532,E,28,2009-04-18,2009-02-09,467.57,43.37,470/440/400,0.44/0.47/0.51,1.15,2009-02-18,9,59,-1780,-99235,89,-1.79%,le
533,E,29,2009-05-16,2009-03-09,343.60,49.78,340/310/270,0.52/0.56/0.62,1.85,2009-03-17,8,60,-2310,-99540,84,-2.32%,ew
534,E,30,2009-06-20,2009-04-13,469.59,37.52,470/440/400,0.45/0.47/0.50,1.15,2009-05-13,30,38,18245,-99235,89,18.39%,tp
535,E,31,2009-07-18,2009-05-11,502.73,32.80,500/470/430,0.39/0.41/0.44,1.60,2009-06-16,36,32,16770,-99760,86,16.81%,tp
536,E,32,2009-08-22,2009-06-15,510.49,30.88,510/480/440,0.36/0.38/0.42,1.85,2009-07-09,24,44,18480,-99540,84,18.57%,tp
537,E,33,2009-09-19,2009-07-13,491.76,26.31,490/460/420,0.32/0.35/0.39,2.30,2009-07-24,11,57,-6885,-99630,81,-6.91%,ew
538,E,34,2009-10-17,2009-08-10,571.56,25.29,570/540/500,0.30/0.32/0.34,2.35,2009-09-15,36,32,-3200,-98800,80,-3.24%,ue
539,E,35,2009-11-21,2009-09-14,599.27,23.83,600/570/530,0.28/0.30/0.33,2.20,2009-10-21,37,31,14377,-98820,81,14.55%,tp
540,E,36,2009-12-19,2009-10-12,613.65,23.45,610/580/540,0.28/0.30/0.33,2.20,2009-10-28,16,52,1619,-98820,81,1.64%,le
541,E,37,2010-01-16,2009-11-09,590.17,23.37,590/560/520,0.29/0.31/0.35,2.20,2009-12-21,42,26,-2632,-98820,81,-2.66%,ew
542,E,38,2010-02-20,2009-12-14,608.54,20.81,610/580/540,0.27/0.29/0.33,2.25,2010-01-13,30,38,-3847,-99225,81,-3.88%,ue
543,E,39,2010-03-20,2010-01-11,644.58,17.55,640/610/570,0.24/0.26/0.29,2.50,2010-01-28,17,51,16400,-100000,80,16.40%,tp
544,E,40,2010-04-17,2010-02-08,589.39,26.09,590/560/520,0.27/0.30/0.33,2.55,2010-03-01,21,47,-11257,-99145,79,-11.35%,ew
545,E,41,2010-05-22,2010-03-15,674.14,18.04,670/640/600,0.22/0.24/0.28,2.60,2010-04-13,29,39,-7899,-99539,79,-7.94%,ue
546,E,42,2010-06-19,2010-04-12,703.91,15.60,700/670/630,0.21/0.23/0.26,2.60,2010-05-07,25,43,-11849,-99539,79,-11.90%,le
547,E,43,2010-07-17,2010-05-10,684.36,29.76,680/650/610,0.31/0.34/0.38,1.05,2010-05-25,15,53,-1350,-99450,90,-1.36%,le
548,E,44,2010-08-21,2010-06-14,652.42,28.46,650/620/580,0.35/0.37/0.41,0.65,2010-06-30,16,52,5114,-99044,93,5.16%,le
549,E,45,2010-09-18,2010-07-12,623.22,24.54,620/590/550,0.33/0.35/0.39,1.25,2010-08-10,29,39,5279,-99000,88,5.33%,ue
550,E,46,2010-10-16,2010-08-09,659.78,22.06,660/630/590,0.29/0.32/0.35,1.50,2010-08-12,3,65,-1720,-98900,86,-1.74%,le
551,E,47,2010-11-20,2010-09-13,653.06,21.14,650/620/580,0.28/0.31/0.34,1.80,2010-10-12,29,39,-4200,-99120,84,-4.24%,ue
552,E,48,2010-12-18,2010-10-11,694.22,19.13,690/660/620,0.28/0.31/0.34,1.25,2010-11-09,29,39,6159,-98999,88,6.22%,ue
553,E,49,2011-01-22,2010-11-15,721.93,19.94,720/690/650,0.28/0.30/0.32,1.35,2010-12-13,28,40,-879,-99880,88,-0.88%,ew
554,E,50,2011-02-19,2010-12-13,774.00,17.25,770/740/700,0.23/0.25/0.28,2.20,2011-01-12,30,38,-2632,-98820,81,-2.66%,ue
555,E,51,2011-03-19,2011-01-10,792.71,17.60,790/760/720,0.24/0.26/0.29,1.20,2011-02-11,32,36,4672,-99680,89,4.69%,ue
556,E,52,2011-04-16,2011-02-07,807.51,16.48,810/780/740,0.23/0.25/0.27,1.65,2011-03-21,42,26,11050,-99025,85,11.16%,tp
557,E,53,2011-05-21,2011-03-14,799.66,21.10,800/770/730,0.27/0.29/0.32,0.75,2011-04-15,32,36,10462,-99975,93,10.46%,ue
558,E,54,2011-06-18,2011-04-11,832.87,16.74,830/800/760,0.24/0.26/0.28,0.90,2011-05-16,35,33,20929,-99190,91,21.10%,tp
559,E,55,2011-07-16,2011-05-09,841.68,17.18,840/810/770,0.22/0.24/0.26,1.65,2011-06-06,28,40,9350,-99025,85,9.44%,le
560,E,56,2011-08-20,2011-06-13,777.57,19.49,780/750/710,0.24/0.25/0.28,1.60,2011-07-05,22,46,-3870,-99760,86,-3.88%,ew
561,E,57,2011-09-17,2011-07-11,834.26,18.79,830/800/760,0.23/0.25/0.28,1.20,2011-08-02,22,46,-889,-99680,89,-0.89%,le
562,E,58,2011-10-22,2011-08-15,715.18,31.83,720/690/650,0.34/0.37/0.40,-0.15,2011-08-18,3,65,-6059,-99485,101,-6.09%,le
563,E,59,2011-11-19,2011-09-12,674.63,40.70,670/640/600,0.45/0.47/0.51,-1.00,2011-10-03,21,47,-1110,-99899,111,-1.11%,le
564,E,60,2011-12-17,2011-10-10,677.47,34.33,680/650/610,0.42/0.45/0.48,-0.25,2011-11-08,29,39,8670,-99450,102,8.72%,ue
